"統一編號","商業名稱","商業地址","登記狀態"
"06209879","大正食品廠","雲林縣二崙鄉大同村大同路八一號","核准設立"
"06233250","大統行食品工廠","嘉義市東區北門里吳鳳北路３３０號一樓","歇業／撤銷"
"06271303","味津便當工廠","嘉義市東區新開里垂楊路１０５號一樓","歇業／撤銷"
"06348555","慶新農產加工廠","嘉義縣六腳鄉灣北村灣內二七六之二號","核准設立"
"06435235","政芳食品加工廠","臺南市中西區樹林街2段159號","歇業／撤銷"
"06453731","成源食品加工所","臺南市中西區武聖路45巷16號1樓","歇業／撤銷"
"06651943","佳泉食品廠","臺南市西港區劉厝里劉厝8之11號","核准設立"
"07853215","高牧行","高雄市鳳山區鳳東里鳳東路１２１巷２３號","歇業／撤銷"
"07857916","太平洋食品廠","高雄市鳳山區鳳東里中山東路２９０巷１７弄１２號","核准設立"
"07873232","鄉野營養食品廠","高雄市鳳山區埤頂里中山東路２９０巷１０４號","歇業／撤銷"
"08290798","勝記大榮行食品工廠","臺中市豐原區豐西里忠孝街１０５巷６４號","核准設立"
"08503048","嘉宏食品行","高雄市鳳山區正義里正義街119號1樓","歇業／撤銷"
"08568111","伊俐食品廠","新北市樹林區俊英街１７２巷２號","歇業／撤銷"
"08574417","上正食品廠","新北市三峽區介壽路２段９?0號之２??0樓?5","停業"
"09240987","康福化工暨食品企業","南投縣埔里鎮北梅里５鄰漢陽三街３９號１樓（營址僅供辦公室使用）","核准設立"
"09553208","觀自在企業社","屏東縣屏東市中正里莊敬街２段１４號壹樓","核准設立"
"09553208","觀自在企業社","屏東縣屏東市中正里莊敬街２段１４號壹樓","歇業／撤銷"
"09647445","正裕生技商行","宜蘭縣五結鄉鎮安村西河一路４７號","核准設立"
"09729641","沅德企業社","新北市深坑區北深路３段２７０巷１１號２樓","核准設立"
"09975592","榮宏商店","新竹市東區東勢里東光路一七三號","歇業／撤銷"
"10076669","聚?食品行","基隆市中正區碧砂里環港街五號一樓","核准設立"
"10076669","聚?食品行","基隆市中正區碧砂里環港街5號1樓","核准設立"
"10081044","台威企業行","基隆市中正區中船里中正路一０二號五樓之四","歇業／撤銷"
"10109394","聰欽企業行","高雄市湖內區公?里保生路９２號１樓","核准設立"
"10109394","聰欽企業行","高雄市湖內區公?里保生路９２號１樓","核准設立"
"10657048","利華盛商行","臺北市北投區崗山路9巷2號2樓","遷他縣市"
