"admin","R_cat","P_cat","M_cat","max_cat"
"ºÖ¶¶¨½9¾F",2,0,1,"R_cat"
"ºÖ¼w¨½11¾F",1,0,0,"R_cat"
"ºÖ¼w¨½12¾F",4,0,1,"R_cat"
"ºÖ¼w¨½14¾F",0,0,1,"M_cat"
"ºÖ¼w¨½16¾F",2,0,0,"R_cat"
"ºÖ¼w¨½17¾F",16,4,5,"R_cat"
"ºÖ¼w¨½18¾F",2,2,0,"P_cat"
"ºÖ¼w¨½19¾F",8,1,0,"R_cat"
"ºÖ¼w¨½1¾F",26,10,0,"R_cat"
"ºÖ¼w¨½20¾F",14,8,0,"R_cat"
"ºÖ¼w¨½2¾F",11,1,0,"R_cat"
"ºÖ¼w¨½3¾F",9,6,0,"R_cat"
"ºÖ¼w¨½4¾F",9,2,1,"R_cat"
"ºÖ¼w¨½5¾F",3,3,1,"P_cat"
"ºÖ¼w¨½6¾F",7,0,1,"R_cat"
"ºÖ¼w¨½7¾F",0,0,2,"M_cat"
"ºÖ¼w¨½8¾F",3,0,0,"R_cat"
"ºÖ¼w¨½9¾F",2,0,0,"R_cat"
"ºÖ¿³¨½10¾F",1,0,0,"R_cat"
"ºÖ¿³¨½11¾F",5,0,2,"R_cat"
"ºÖ¿³¨½12¾F",3,0,0,"R_cat"
"ºÖ¿³¨½13¾F",8,1,1,"R_cat"
"ºÖ¿³¨½14¾F",4,1,2,"R_cat"
"ºÖ¿³¨½15¾F",5,0,0,"R_cat"
"ºÖ¿³¨½17¾F",4,0,0,"R_cat"
"ºÖ¿³¨½18¾F",9,4,1,"R_cat"
"ºÖ¿³¨½1¾F",30,5,8,"R_cat"
"ºÖ¿³¨½20¾F",10,6,1,"R_cat"
"ºÖ¿³¨½2¾F",10,4,2,"R_cat"
"ºÖ¿³¨½3¾F",17,6,1,"R_cat"
"ºÖ¿³¨½4¾F",2,1,1,"R_cat"
"ºÖ¿³¨½5¾F",1,1,1,"M_cat"
"ºÖ¿³¨½6¾F",1,0,0,"R_cat"
"ºÖ¿³¨½7¾F",8,3,0,"R_cat"
"ºÖ¿³¨½8¾F",12,11,1,"R_cat"
"ºÖ¿³¨½9¾F",2,0,0,"R_cat"
"ºë©¾¨½10¾F",12,3,6,"R_cat"
"ºë©¾¨½11¾F",0,0,1,"M_cat"
"ºë©¾¨½12¾F",17,6,2,"R_cat"
"ºë©¾¨½13¾F",14,16,5,"P_cat"
"ºë©¾¨½14¾F",37,29,8,"R_cat"
"ºë©¾¨½16¾F",9,5,2,"R_cat"
"ºë©¾¨½1¾F",4,1,0,"R_cat"
"ºë©¾¨½2¾F",7,2,3,"R_cat"
"ºë©¾¨½3¾F",16,2,2,"R_cat"
"ºë©¾¨½4¾F",204,129,19,"R_cat"
"ºë©¾¨½5¾F",19,7,1,"R_cat"
"ºë©¾¨½6¾F",29,31,3,"P_cat"
"ºë©¾¨½7¾F",8,1,0,"R_cat"
"ºë©¾¨½8¾F",5,1,2,"R_cat"
"ºë©¾¨½9¾F",14,1,1,"R_cat"
"ºñ³ö¨½11¾F",2,0,0,"R_cat"
"ºñ³ö¨½12¾F",1,0,0,"R_cat"
"ºñ³ö¨½1¾F",24,6,3,"R_cat"
"ºñ³ö¨½2¾F",9,3,2,"R_cat"
"ºñ³ö¨½3¾F",5,3,1,"R_cat"
"ºñ³ö¨½4¾F",7,1,0,"R_cat"
"ºñ³ö¨½5¾F",4,2,0,"R_cat"
"ºñ³ö¨½6¾F",1,1,0,"R_cat"
"ºñ³ö¨½8¾F",2,2,0,"R_cat"
"ºñ³ö¨½9¾F",2,0,0,"R_cat"
"ºô·Ë¨½10¾F",5,0,0,"R_cat"
"ºô·Ë¨½12¾F",3,3,4,"M_cat"
"ºô·Ë¨½13¾F",1,1,0,"P_cat"
"ºô·Ë¨½14¾F",2,4,1,"P_cat"
"ºô·Ë¨½16¾F",2,0,0,"R_cat"
"ºô·Ë¨½17¾F",7,1,0,"R_cat"
"ºô·Ë¨½18¾F",0,0,1,"M_cat"
"ºô·Ë¨½19¾F",6,3,1,"R_cat"
"ºô·Ë¨½1¾F",2,1,0,"R_cat"
"ºô·Ë¨½20¾F",6,5,2,"R_cat"
"ºô·Ë¨½22¾F",1,0,1,"M_cat"
"ºô·Ë¨½23¾F",2,1,0,"R_cat"
"ºô·Ë¨½24¾F",4,4,0,"P_cat"
"ºô·Ë¨½2¾F",6,3,1,"R_cat"
"ºô·Ë¨½3¾F",6,5,0,"R_cat"
"ºô·Ë¨½4¾F",0,0,1,"M_cat"
"ºô·Ë¨½5¾F",8,5,0,"R_cat"
"ºô·Ë¨½6¾F",4,0,0,"R_cat"
"ºô·Ë¨½7¾F",2,2,0,"P_cat"
"ºô·Ë¨½8¾F",1,3,0,"P_cat"
"ºô·Ë¨½9¾F",8,0,0,"R_cat"
"»A¤s¨½10¾F",5,0,1,"R_cat"
"»A¤s¨½11¾F",1,2,0,"P_cat"
"»A¤s¨½12¾F",1,1,0,"P_cat"
"»A¤s¨½1¾F",1,0,0,"R_cat"
"»A¤s¨½3¾F",0,1,0,"P_cat"
"»A¤s¨½4¾F",1,0,0,"R_cat"
"»A¤s¨½6¾F",0,1,0,"P_cat"
"»A¤s¨½7¾F",1,0,1,"R_cat"
"»A¤s¨½8¾F",0,0,1,"M_cat"
"»A¤s¨½9¾F",2,2,0,"R_cat"
"»E²±¨½10¾F",12,2,2,"R_cat"
"»E²±¨½11¾F",65,27,3,"R_cat"
"»E²±¨½12¾F",2,0,0,"R_cat"
"»E²±¨½13¾F",5,1,1,"R_cat"
"»E²±¨½15¾F",48,19,13,"R_cat"
"»E²±¨½16¾F",123,55,23,"R_cat"
"»E²±¨½17¾F",54,38,15,"R_cat"
"»E²±¨½1¾F",93,31,12,"R_cat"
"»E²±¨½2¾F",20,17,2,"R_cat"
"»E²±¨½3¾F",4,1,2,"R_cat"
"»E²±¨½4¾F",39,19,8,"R_cat"
"»E²±¨½5¾F",21,8,3,"R_cat"
"»E²±¨½6¾F",14,13,3,"R_cat"
"»E²±¨½7¾F",9,16,0,"P_cat"
"»E²±¨½8¾F",9,7,3,"R_cat"
"»E²±¨½9¾F",67,41,10,"R_cat"
"»E¸­¨½10¾F",11,5,2,"R_cat"
"»E¸­¨½11¾F",20,13,10,"R_cat"
"»E¸­¨½12¾F",41,24,3,"R_cat"
"»E¸­¨½13¾F",58,23,13,"R_cat"
"»E¸­¨½14¾F",10,7,4,"R_cat"
"»E¸­¨½15¾F",25,20,3,"R_cat"
"»E¸­¨½16¾F",2,0,0,"R_cat"
"»E¸­¨½18¾F",4,3,3,"R_cat"
"»E¸­¨½19¾F",2,0,1,"R_cat"
"»E¸­¨½1¾F",41,31,9,"R_cat"
"»E¸­¨½2¾F",15,11,8,"R_cat"
"»E¸­¨½3¾F",10,2,1,"R_cat"
"»E¸­¨½4¾F",6,0,2,"R_cat"
"»E¸­¨½5¾F",12,3,2,"R_cat"
"»E¸­¨½6¾F",14,5,3,"R_cat"
"»E¸­¨½7¾F",22,7,1,"R_cat"
"»E¸­¨½8¾F",7,4,0,"R_cat"
"»E¸­¨½9¾F",27,17,3,"R_cat"
"»Ê¼w¨½10¾F",2,0,1,"R_cat"
"»Ê¼w¨½11¾F",6,1,2,"R_cat"
"»Ê¼w¨½12¾F",3,3,0,"P_cat"
"»Ê¼w¨½13¾F",2,0,0,"R_cat"
"»Ê¼w¨½14¾F",2,2,1,"R_cat"
"»Ê¼w¨½15¾F",1,0,0,"R_cat"
"»Ê¼w¨½16¾F",3,1,1,"R_cat"
"»Ê¼w¨½17¾F",13,7,2,"R_cat"
"»Ê¼w¨½18¾F",6,0,3,"R_cat"
"»Ê¼w¨½19¾F",1,1,0,"R_cat"
"»Ê¼w¨½1¾F",4,3,1,"R_cat"
"»Ê¼w¨½20¾F",10,1,2,"R_cat"
"»Ê¼w¨½2¾F",6,0,0,"R_cat"
"»Ê¼w¨½3¾F",2,1,0,"R_cat"
"»Ê¼w¨½4¾F",1,0,0,"R_cat"
"»Ê¼w¨½5¾F",3,0,0,"R_cat"
"»Ê¼w¨½6¾F",3,0,2,"R_cat"
"»Ê¼w¨½7¾F",1,0,1,"M_cat"
"»Ê¼w¨½8¾F",1,0,0,"R_cat"
"»Ê¼w¨½9¾F",0,0,2,"M_cat"
"¼C¼æ¨½10¾F",2,0,0,"R_cat"
"¼C¼æ¨½16¾F",1,2,0,"P_cat"
"¼C¼æ¨½19¾F",0,0,1,"M_cat"
"¼C¼æ¨½20¾F",0,1,0,"P_cat"
"¼C¼æ¨½22¾F",1,0,0,"R_cat"
"¼C¼æ¨½5¾F",3,1,2,"R_cat"
"¼C¼æ¨½8¾F",1,1,1,"P_cat"
"¼C¼æ¨½9¾F",1,0,2,"M_cat"
"¼s©~¨½10¾F",76,52,12,"R_cat"
"¼s©~¨½11¾F",10,3,0,"R_cat"
"¼s©~¨½12¾F",5,5,1,"P_cat"
"¼s©~¨½13¾F",12,2,1,"R_cat"
"¼s©~¨½15¾F",9,6,3,"R_cat"
"¼s©~¨½16¾F",2,3,1,"P_cat"
"¼s©~¨½17¾F",4,6,1,"P_cat"
"¼s©~¨½18¾F",7,2,1,"R_cat"
"¼s©~¨½19¾F",3,2,0,"R_cat"
"¼s©~¨½1¾F",8,3,2,"R_cat"
"¼s©~¨½20¾F",3,5,3,"P_cat"
"¼s©~¨½21¾F",10,6,2,"R_cat"
"¼s©~¨½22¾F",2,5,0,"P_cat"
"¼s©~¨½23¾F",2,0,0,"R_cat"
"¼s©~¨½24¾F",7,0,0,"R_cat"
"¼s©~¨½25¾F",5,5,2,"P_cat"
"¼s©~¨½26¾F",46,29,5,"R_cat"
"¼s©~¨½27¾F",5,0,0,"R_cat"
"¼s©~¨½28¾F",5,1,0,"R_cat"
"¼s©~¨½29¾F",128,102,21,"R_cat"
"¼s©~¨½2¾F",8,3,2,"R_cat"
"¼s©~¨½3¾F",33,19,4,"R_cat"
"¼s©~¨½4¾F",20,26,1,"P_cat"
"¼s©~¨½5¾F",10,13,0,"P_cat"
"¼s©~¨½6¾F",68,64,9,"R_cat"
"¼s©~¨½7¾F",5,4,1,"R_cat"
"¼s©~¨½8¾F",11,5,0,"R_cat"
"¼s©~¨½9¾F",5,0,2,"R_cat"
"¼w¦w¨½10¾F",9,8,2,"R_cat"
"¼w¦w¨½11¾F",26,8,2,"R_cat"
"¼w¦w¨½12¾F",23,7,0,"R_cat"
"¼w¦w¨½13¾F",22,5,2,"R_cat"
"¼w¦w¨½14¾F",21,19,5,"R_cat"
"¼w¦w¨½15¾F",6,1,0,"R_cat"
"¼w¦w¨½16¾F",27,7,0,"R_cat"
"¼w¦w¨½17¾F",15,9,1,"R_cat"
"¼w¦w¨½18¾F",16,6,4,"R_cat"
"¼w¦w¨½19¾F",10,9,2,"R_cat"
"¼w¦w¨½1¾F",36,32,6,"R_cat"
"¼w¦w¨½20¾F",33,24,8,"R_cat"
"¼w¦w¨½2¾F",17,16,5,"R_cat"
"¼w¦w¨½3¾F",30,15,4,"R_cat"
"¼w¦w¨½4¾F",5,0,0,"R_cat"
"¼w¦w¨½5¾F",7,3,1,"R_cat"
"¼w¦w¨½6¾F",6,2,1,"R_cat"
"¼w¦w¨½7¾F",20,13,1,"R_cat"
"¼w¦w¨½8¾F",37,30,10,"R_cat"
"¼w¦w¨½9¾F",11,8,1,"R_cat"
"¼w¦æ¨½10¾F",15,5,0,"R_cat"
"¼w¦æ¨½11¾F",8,7,2,"R_cat"
"¼w¦æ¨½12¾F",12,4,2,"R_cat"
"¼w¦æ¨½13¾F",14,2,0,"R_cat"
"¼w¦æ¨½14¾F",7,3,1,"R_cat"
"¼w¦æ¨½15¾F",11,1,0,"R_cat"
"¼w¦æ¨½16¾F",52,27,1,"R_cat"
"¼w¦æ¨½1¾F",4,4,0,"P_cat"
"¼w¦æ¨½2¾F",5,0,2,"R_cat"
"¼w¦æ¨½3¾F",7,1,0,"R_cat"
"¼w¦æ¨½4¾F",20,2,4,"R_cat"
"¼w¦æ¨½5¾F",30,8,5,"R_cat"
"¼w¦æ¨½6¾F",7,1,1,"R_cat"
"¼w¦æ¨½7¾F",6,1,3,"R_cat"
"¼w¦æ¨½8¾F",25,8,2,"R_cat"
"¼w¦æ¨½9¾F",10,3,1,"R_cat"
"¼wµØ¨½10¾F",2,0,0,"R_cat"
"¼wµØ¨½11¾F",2,1,2,"R_cat"
"¼wµØ¨½12¾F",8,2,1,"R_cat"
"¼wµØ¨½13¾F",11,2,3,"R_cat"
"¼wµØ¨½14¾F",16,7,3,"R_cat"
"¼wµØ¨½15¾F",7,3,2,"R_cat"
"¼wµØ¨½16¾F",5,2,4,"R_cat"
"¼wµØ¨½17¾F",5,2,2,"R_cat"
"¼wµØ¨½18¾F",13,4,3,"R_cat"
"¼wµØ¨½19¾F",7,2,2,"R_cat"
"¼wµØ¨½1¾F",7,1,2,"R_cat"
"¼wµØ¨½2¾F",48,20,8,"R_cat"
"¼wµØ¨½3¾F",6,7,0,"P_cat"
"¼wµØ¨½4¾F",14,4,1,"R_cat"
"¼wµØ¨½5¾F",6,6,2,"P_cat"
"¼wµØ¨½6¾F",4,1,2,"R_cat"
"¼wµØ¨½7¾F",5,2,2,"R_cat"
"¼wµØ¨½8¾F",4,3,2,"R_cat"
"¼wµØ¨½9¾F",18,6,6,"R_cat"
"¼Ö±d¨½10¾F",1,0,0,"R_cat"
"¼Ö±d¨½11¾F",1,1,0,"P_cat"
"¼Ö±d¨½12¾F",1,1,0,"P_cat"
"¼Ö±d¨½13¾F",4,1,0,"R_cat"
"¼Ö±d¨½14¾F",6,2,2,"R_cat"
"¼Ö±d¨½16¾F",5,0,0,"R_cat"
"¼Ö±d¨½17¾F",7,1,0,"R_cat"
"¼Ö±d¨½18¾F",6,1,1,"R_cat"
"¼Ö±d¨½19¾F",1,1,1,"R_cat"
"¼Ö±d¨½1¾F",10,2,3,"R_cat"
"¼Ö±d¨½20¾F",2,0,1,"R_cat"
"¼Ö±d¨½21¾F",3,0,1,"R_cat"
"¼Ö±d¨½22¾F",4,0,2,"R_cat"
"¼Ö±d¨½23¾F",15,3,4,"R_cat"
"¼Ö±d¨½24¾F",16,10,2,"R_cat"
"¼Ö±d¨½25¾F",5,3,1,"R_cat"
"¼Ö±d¨½26¾F",7,2,1,"R_cat"
"¼Ö±d¨½2¾F",1,1,1,"P_cat"
"¼Ö±d¨½3¾F",3,4,5,"M_cat"
"¼Ö±d¨½4¾F",2,0,0,"R_cat"
"¼Ö±d¨½5¾F",3,1,0,"R_cat"
"¼Ö±d¨½6¾F",3,2,1,"R_cat"
"¼Ö±d¨½7¾F",2,0,0,"R_cat"
"¼Ö±d¨½8¾F",6,1,0,"R_cat"
"¼Ö±d¨½9¾F",12,3,0,"R_cat"
"¼Ì¤å¨½11¾F",8,1,1,"R_cat"
"¼Ì¤å¨½12¾F",2,1,0,"R_cat"
"¼Ì¤å¨½13¾F",14,7,2,"R_cat"
"¼Ì¤å¨½14¾F",5,1,1,"R_cat"
"¼Ì¤å¨½15¾F",2,1,0,"R_cat"
"¼Ì¤å¨½16¾F",2,1,0,"R_cat"
"¼Ì¤å¨½18¾F",4,1,0,"R_cat"
"¼Ì¤å¨½19¾F",3,2,0,"R_cat"
"¼Ì¤å¨½1¾F",5,1,0,"R_cat"
"¼Ì¤å¨½20¾F",5,1,2,"R_cat"
"¼Ì¤å¨½21¾F",5,2,3,"R_cat"
"¼Ì¤å¨½22¾F",2,0,0,"R_cat"
"¼Ì¤å¨½2¾F",3,0,0,"R_cat"
"¼Ì¤å¨½3¾F",1,0,0,"R_cat"
"¼Ì¤å¨½4¾F",3,1,3,"R_cat"
"¼Ì¤å¨½5¾F",4,0,1,"R_cat"
"¼Ì¤å¨½6¾F",6,1,1,"R_cat"
"¼Ì¤å¨½7¾F",5,6,1,"P_cat"
"¼Ì¤å¨½8¾F",13,1,3,"R_cat"
"¼Ì¤å¨½9¾F",5,0,0,"R_cat"
"¼ÌªL¨½10¾F",2,0,0,"R_cat"
"¼ÌªL¨½11¾F",3,1,2,"R_cat"
"¼ÌªL¨½12¾F",10,7,2,"R_cat"
"¼ÌªL¨½14¾F",5,0,0,"R_cat"
"¼ÌªL¨½15¾F",2,1,0,"R_cat"
"¼ÌªL¨½16¾F",7,1,1,"R_cat"
"¼ÌªL¨½17¾F",0,1,0,"P_cat"
"¼ÌªL¨½18¾F",4,2,1,"R_cat"
"¼ÌªL¨½19¾F",7,0,1,"R_cat"
"¼ÌªL¨½1¾F",4,0,0,"R_cat"
"¼ÌªL¨½20¾F",1,2,0,"P_cat"
"¼ÌªL¨½21¾F",2,1,1,"R_cat"
"¼ÌªL¨½22¾F",1,0,0,"R_cat"
"¼ÌªL¨½23¾F",5,2,1,"R_cat"
"¼ÌªL¨½24¾F",2,0,0,"R_cat"
"¼ÌªL¨½25¾F",2,0,0,"R_cat"
"¼ÌªL¨½27¾F",2,2,0,"R_cat"
"¼ÌªL¨½28¾F",2,0,1,"R_cat"
"¼ÌªL¨½29¾F",3,1,0,"R_cat"
"¼ÌªL¨½30¾F",8,2,1,"R_cat"
"¼ÌªL¨½31¾F",5,8,2,"P_cat"
"¼ÌªL¨½3¾F",0,1,1,"M_cat"
"¼ÌªL¨½4¾F",0,0,1,"M_cat"
"¼ÌªL¨½5¾F",6,0,1,"R_cat"
"¼ÌªL¨½7¾F",0,0,2,"M_cat"
"¼ÌªL¨½8¾F",3,2,0,"R_cat"
"¼ÌªL¨½9¾F",0,1,1,"M_cat"
"¼Ì·s¨½10¾F",12,2,2,"R_cat"
"¼Ì·s¨½11¾F",8,3,1,"R_cat"
"¼Ì·s¨½12¾F",4,0,0,"R_cat"
"¼Ì·s¨½13¾F",3,1,1,"R_cat"
"¼Ì·s¨½14¾F",8,4,0,"R_cat"
"¼Ì·s¨½15¾F",3,2,1,"R_cat"
"¼Ì·s¨½16¾F",4,3,1,"R_cat"
"¼Ì·s¨½17¾F",6,8,1,"P_cat"
"¼Ì·s¨½18¾F",7,2,2,"R_cat"
"¼Ì·s¨½1¾F",4,0,1,"R_cat"
"¼Ì·s¨½3¾F",3,2,1,"R_cat"
"¼Ì·s¨½4¾F",9,2,4,"R_cat"
"¼Ì·s¨½5¾F",1,0,0,"R_cat"
"¼Ì·s¨½6¾F",9,7,3,"R_cat"
"¼Ì·s¨½7¾F",6,0,3,"R_cat"
"¼Ì·s¨½8¾F",4,6,0,"P_cat"
"¼Ì·s¨½9¾F",7,4,2,"R_cat"
"¼Ì¸}¨½10¾F",9,2,1,"R_cat"
"¼Ì¸}¨½11¾F",10,3,6,"R_cat"
"¼Ì¸}¨½12¾F",4,3,0,"R_cat"
"¼Ì¸}¨½13¾F",10,2,1,"R_cat"
"¼Ì¸}¨½14¾F",1,1,0,"R_cat"
"¼Ì¸}¨½15¾F",1,0,0,"R_cat"
"¼Ì¸}¨½16¾F",11,1,2,"R_cat"
"¼Ì¸}¨½1¾F",7,1,1,"R_cat"
"¼Ì¸}¨½2¾F",6,1,3,"R_cat"
"¼Ì¸}¨½3¾F",1,0,0,"R_cat"
"¼Ì¸}¨½4¾F",1,0,0,"R_cat"
"¼Ì¸}¨½5¾F",1,0,0,"R_cat"
"¼Ì¸}¨½6¾F",10,3,4,"R_cat"
"¼Ì¸}¨½7¾F",2,1,0,"R_cat"
"¼Ì¸}¨½8¾F",1,0,1,"M_cat"
"¼Ì¸}¨½9¾F",3,0,0,"R_cat"
"¼Ì¾ð¨½10¾F",14,4,1,"R_cat"
"¼Ì¾ð¨½11¾F",8,7,1,"R_cat"
"¼Ì¾ð¨½12¾F",4,0,0,"R_cat"
"¼Ì¾ð¨½13¾F",5,2,0,"R_cat"
"¼Ì¾ð¨½14¾F",8,1,1,"R_cat"
"¼Ì¾ð¨½15¾F",4,2,4,"M_cat"
"¼Ì¾ð¨½16¾F",7,4,0,"R_cat"
"¼Ì¾ð¨½1¾F",2,2,0,"P_cat"
"¼Ì¾ð¨½2¾F",4,1,0,"R_cat"
"¼Ì¾ð¨½3¾F",2,1,3,"M_cat"
"¼Ì¾ð¨½4¾F",4,2,2,"R_cat"
"¼Ì¾ð¨½5¾F",1,1,0,"R_cat"
"¼Ì¾ð¨½6¾F",8,2,0,"R_cat"
"¼Ì¾ð¨½7¾F",3,0,1,"R_cat"
"¼Ì¾ð¨½8¾F",3,1,0,"R_cat"
"¼Ì¾ð¨½9¾F",3,0,2,"R_cat"
"½_­»¨½10¾F",3,1,1,"R_cat"
"½_­»¨½11¾F",2,0,2,"M_cat"
"½_­»¨½14¾F",1,0,0,"R_cat"
"½_­»¨½15¾F",1,0,0,"R_cat"
"½_­»¨½1¾F",11,3,2,"R_cat"
"½_­»¨½2¾F",3,1,3,"M_cat"
"½_­»¨½3¾F",8,1,1,"R_cat"
"½_­»¨½4¾F",3,1,1,"R_cat"
"½_­»¨½5¾F",2,0,1,"R_cat"
"½_­»¨½6¾F",5,3,1,"R_cat"
"½_­»¨½7¾F",1,0,1,"R_cat"
"½_­»¨½8¾F",5,2,1,"R_cat"
"½´µÜ¨½10¾F",11,4,3,"R_cat"
"½´µÜ¨½11¾F",6,1,0,"R_cat"
"½´µÜ¨½12¾F",12,1,0,"R_cat"
"½´µÜ¨½13¾F",8,4,1,"R_cat"
"½´µÜ¨½14¾F",4,2,0,"R_cat"
"½´µÜ¨½15¾F",3,2,2,"R_cat"
"½´µÜ¨½16¾F",7,1,0,"R_cat"
"½´µÜ¨½17¾F",2,0,1,"R_cat"
"½´µÜ¨½18¾F",2,1,0,"R_cat"
"½´µÜ¨½1¾F",19,14,6,"R_cat"
"½´µÜ¨½20¾F",3,0,0,"R_cat"
"½´µÜ¨½21¾F",6,1,0,"R_cat"
"½´µÜ¨½22¾F",10,4,3,"R_cat"
"½´µÜ¨½2¾F",31,10,1,"R_cat"
"½´µÜ¨½3¾F",13,8,1,"R_cat"
"½´µÜ¨½4¾F",29,13,4,"R_cat"
"½´µÜ¨½5¾F",65,33,8,"R_cat"
"½´µÜ¨½6¾F",11,1,1,"R_cat"
"½´µÜ¨½7¾F",5,2,1,"R_cat"
"½´µÜ¨½8¾F",11,3,1,"R_cat"
"½´µÜ¨½9¾F",8,5,1,"R_cat"
"¾F¦¿¨½10¾F",5,2,1,"R_cat"
"¾F¦¿¨½11¾F",10,3,4,"R_cat"
"¾F¦¿¨½12¾F",5,1,2,"R_cat"
"¾F¦¿¨½13¾F",2,1,0,"R_cat"
"¾F¦¿¨½14¾F",18,10,3,"R_cat"
"¾F¦¿¨½15¾F",7,0,0,"R_cat"
"¾F¦¿¨½16¾F",5,3,0,"R_cat"
"¾F¦¿¨½17¾F",6,2,0,"R_cat"
"¾F¦¿¨½18¾F",5,4,1,"R_cat"
"¾F¦¿¨½19¾F",9,3,2,"R_cat"
"¾F¦¿¨½1¾F",5,0,1,"R_cat"
"¾F¦¿¨½20¾F",5,0,3,"R_cat"
"¾F¦¿¨½21¾F",8,2,1,"R_cat"
"¾F¦¿¨½22¾F",6,3,0,"R_cat"
"¾F¦¿¨½23¾F",1,1,0,"P_cat"
"¾F¦¿¨½24¾F",1,0,1,"R_cat"
"¾F¦¿¨½25¾F",8,2,0,"R_cat"
"¾F¦¿¨½26¾F",14,4,1,"R_cat"
"¾F¦¿¨½27¾F",1,0,2,"M_cat"
"¾F¦¿¨½28¾F",8,2,2,"R_cat"
"¾F¦¿¨½29¾F",1,0,1,"M_cat"
"¾F¦¿¨½2¾F",1,1,0,"R_cat"
"¾F¦¿¨½3¾F",4,3,0,"R_cat"
"¾F¦¿¨½4¾F",4,1,0,"R_cat"
"¾F¦¿¨½5¾F",11,5,0,"R_cat"
"¾F¦¿¨½6¾F",3,2,0,"R_cat"
"¾F¦¿¨½7¾F",6,2,1,"R_cat"
"¾F¦¿¨½8¾F",7,2,0,"R_cat"
"¾F¦¿¨½9¾F",7,2,0,"R_cat"
"¾¤¤¸¨½10¾F",6,1,2,"R_cat"
"¾¤¤¸¨½11¾F",2,4,1,"P_cat"
"¾¤¤¸¨½12¾F",8,5,2,"R_cat"
"¾¤¤¸¨½13¾F",2,0,2,"M_cat"
"¾¤¤¸¨½14¾F",10,5,0,"R_cat"
"¾¤¤¸¨½15¾F",32,8,2,"R_cat"
"¾¤¤¸¨½16¾F",12,2,0,"R_cat"
"¾¤¤¸¨½17¾F",8,1,0,"R_cat"
"¾¤¤¸¨½18¾F",12,6,2,"R_cat"
"¾¤¤¸¨½19¾F",19,5,2,"R_cat"
"¾¤¤¸¨½1¾F",3,2,0,"R_cat"
"¾¤¤¸¨½2¾F",4,0,0,"R_cat"
"¾¤¤¸¨½3¾F",3,6,1,"P_cat"
"¾¤¤¸¨½4¾F",6,1,2,"R_cat"
"¾¤¤¸¨½5¾F",4,4,0,"P_cat"
"¾¤¤¸¨½6¾F",4,0,2,"R_cat"
"¾¤¤¸¨½7¾F",4,0,3,"R_cat"
"¾¤¤¸¨½8¾F",5,1,2,"R_cat"
"¾¤¤¸¨½9¾F",8,2,2,"R_cat"
"¾¤¥­¨½10¾F",6,3,1,"R_cat"
"¾¤¥­¨½11¾F",3,2,1,"R_cat"
"¾¤¥­¨½12¾F",22,10,3,"R_cat"
"¾¤¥­¨½13¾F",31,16,7,"R_cat"
"¾¤¥­¨½14¾F",7,0,3,"R_cat"
"¾¤¥­¨½15¾F",5,2,0,"R_cat"
"¾¤¥­¨½16¾F",18,6,5,"R_cat"
"¾¤¥­¨½17¾F",3,3,1,"P_cat"
"¾¤¥­¨½18¾F",6,3,1,"R_cat"
"¾¤¥­¨½19¾F",4,1,3,"R_cat"
"¾¤¥­¨½1¾F",33,21,3,"R_cat"
"¾¤¥­¨½20¾F",3,1,0,"R_cat"
"¾¤¥­¨½22¾F",4,4,1,"P_cat"
"¾¤¥­¨½23¾F",5,4,1,"R_cat"
"¾¤¥­¨½24¾F",1,0,0,"R_cat"
"¾¤¥­¨½2¾F",7,5,2,"R_cat"
"¾¤¥­¨½3¾F",6,3,1,"R_cat"
"¾¤¥­¨½4¾F",21,27,4,"P_cat"
"¾¤¥­¨½5¾F",33,19,2,"R_cat"
"¾¤¥­¨½6¾F",3,0,0,"R_cat"
"¾¤¥­¨½7¾F",12,5,5,"R_cat"
"¾¤¥­¨½8¾F",11,5,1,"R_cat"
"¾¤¥­¨½9¾F",10,4,2,"R_cat"
"¾¤¦w¨½1¾F",1,0,0,"R_cat"
"¾¤¦w¨½2¾F",5,0,0,"R_cat"
"¾¤¦w¨½4¾F",2,0,1,"R_cat"
"¾¤¦w¨½5¾F",4,1,0,"R_cat"
"¾¤¦w¨½6¾F",1,0,0,"R_cat"
"¾¤¦w¨½8¾F",8,1,1,"R_cat"
"¾¤¦w¨½9¾F",4,0,1,"R_cat"
"¾¤§µ¨½10¾F",5,2,2,"R_cat"
"¾¤§µ¨½11¾F",1,1,2,"M_cat"
"¾¤§µ¨½12¾F",1,0,1,"R_cat"
"¾¤§µ¨½13¾F",0,0,1,"M_cat"
"¾¤§µ¨½14¾F",14,5,0,"R_cat"
"¾¤§µ¨½15¾F",8,4,0,"R_cat"
"¾¤§µ¨½16¾F",10,2,1,"R_cat"
"¾¤§µ¨½17¾F",7,1,0,"R_cat"
"¾¤§µ¨½18¾F",14,3,1,"R_cat"
"¾¤§µ¨½19¾F",7,1,6,"R_cat"
"¾¤§µ¨½1¾F",30,8,9,"R_cat"
"¾¤§µ¨½20¾F",5,2,2,"R_cat"
"¾¤§µ¨½21¾F",6,6,3,"R_cat"
"¾¤§µ¨½22¾F",4,3,0,"R_cat"
"¾¤§µ¨½23¾F",7,3,0,"R_cat"
"¾¤§µ¨½24¾F",2,2,1,"P_cat"
"¾¤§µ¨½2¾F",7,3,1,"R_cat"
